,username,messageID,timestamp,original,neutral
362,BU05,51,2024-06-28T09:40:42.148Z,Hahah you are falling though the basket here ,You are falling through the basket.
363,BU07,34,2024-06-28T09:40:46.037Z,"Now I don't do dancing so much anymore, but mostly yoga - every other day, and the other days I run ","I no longer dance frequently, but I mostly practice yoga every other day, and on the other days, I run."
364,BU08,56,2024-06-28T09:40:54.580Z,"Yes, I like the feeling afterward. But one has to be a bit careful not to hurt ones knee :-) ","I like the feeling afterward, but one has to be careful not to hurt one's knee."
365,BU06,71,2024-06-28T09:40:56.979Z,do you have a favorite team,Do you have a favorite team?
366,BU05,52,2024-06-28T09:41:16.173Z,No I am an occasional football watcher,I am an occasional football watcher.
367,BU05,53,2024-06-28T09:41:36.322Z,yeah I like skating and running atm,I like skating and running at the moment.
368,BU08,58,2024-06-28T09:41:46.722Z,Probably every other day... mostly when I am working from home. Also good to get out of the house for a bit,"I typically do this every other day, especially when I am working from home. It is also beneficial to leave the house for a while."
369,BU06,73,2024-06-28T09:42:06.803Z,ice skating or rollerskating or skateboarding haha?,"Ice skating, roller skating, or skateboarding?"
370,BU07,36,2024-06-28T09:42:26.362Z,That's really nice I think. How do you feel about running during the summer? ,That is nice. How do you feel about running during the summer?
371,BU05,56,2024-06-28T09:42:41.248Z,uhm yeah it scares me too as I get older,It scares me as I get older.
372,BU07,37,2024-06-28T09:42:42.357Z,Vinyasa! I like the fast flow. Do you know it?,I like the fast flow of Vinyasa. Are you familiar with it?
373,BU05,57,2024-06-28T09:42:54.091Z,so that's why I don't really dare to go ice skating much anymore,"Therefore, I do not go ice skating often anymore."
374,BU06,75,2024-06-28T09:42:55.588Z,i had to google inline skating hahha,I had to search for inline skating.
375,BU08,60,2024-06-28T09:43:00.482Z,"Well, I really need to wait until the evening... during the day, its a bit too much for me tbh. ",I need to wait until the evening because during the day it is too much for me.
376,BU08,61,2024-06-28T09:43:11.660Z,And probably I am a bit too late in the morning ahah,I am likely late in the morning.
377,BU06,76,2024-06-28T09:43:22.054Z,but falling on the pavement is also very dangerous,"However, falling on the pavement is also very dangerous."
378,BU06,78,2024-06-28T09:43:37.388Z,I think that;s anohter thing i don't like about sports,That is another thing I do not like about sports.
379,BU08,63,2024-06-28T09:43:40.489Z,"Oh yes, I heard of it. I think its the one with music right?",I heard of it. I think it is the one with music.
380,BU05,59,2024-06-28T09:43:42.347Z,"If you would have to choose, never watching EK anymore or never having to do sports anymore","If you had to choose, never watching EK again or never doing sports again."
381,BU07,39,2024-06-28T09:43:58.721Z,"I am in the summer, but as the days get shorter, I prefer to go out later","I am in the summer, but as the days get shorter, I prefer to go out later."
382,BU08,64,2024-06-28T09:44:01.138Z,I did a class once. But this was a bit different... i forgot the name though,"I attended a class once, but it was a bit different. I forgot the name, though."
383,BU05,60,2024-06-28T09:44:03.934Z,hahahaha I like muscle pain honestly,I like muscle pain.
384,BU06,80,2024-06-28T09:44:08.633Z,then i'll never do sports anymore,I will never do sports again.
385,BU05,61,2024-06-28T09:44:10.989Z,and I wear a helmet and other protection,I wear a helmet and other protection.
386,BU05,62,2024-06-28T09:44:25.263Z,yeah it feels like you are fit,It feels like you are fit.
387,BU08,65,2024-06-28T09:44:25.417Z,Seems like your are an early bird! thats nice,It appears that you are an early riser. That is nice.
388,BU07,40,2024-06-28T09:44:34.815Z,"It's more about the flow, so it's really dynamic. There's also music sometimes :) ","It is more about the flow, so it is really dynamic. There is also music sometimes."
389,BU06,84,2024-06-28T09:44:41.870Z,it always makes me feel weak hahaha,It always makes me feel weak.
390,BU07,41,2024-06-28T09:44:49.006Z,So what is your favorite thing about doing sports/running? ,What is your favorite thing about doing sports or running?
391,BU08,66,2024-06-28T09:44:55.051Z,But also really good to keep your head free i can imagine,"It is also good to keep your mind clear, I can imagine."
392,BU05,64,2024-06-28T09:44:55.759Z,well sphagetti legs are a thing,Spaghetti legs exist.
393,BU06,86,2024-06-28T09:45:09.879Z,so then I prefer not to do sports,I prefer not to do sports.
394,BU08,67,2024-06-28T09:45:24.395Z,"I guess, I mostly like the feeling afterwards... :-) And actually i like ebing outside with some good musci",I mostly like the feeling afterwards. I also like being outside with some good music.
395,BU05,71,2024-06-28T09:45:50.573Z,so who do you think is the imposter,Who do you think is the imposter?
400,BU08,74,2024-06-28T09:46:18.961Z,a bouncy dog that does not like sports??,A lively dog that does not like sports.
403,BU06,97,2024-06-28T09:46:39.328Z,I think the name is irrelevant,The name is irrelevant.
406,BU08,80,2024-06-28T09:46:50.289Z,what do you have to say to defend yourself?,What do you have to say to defend yourself?
411,BU06,112,2024-06-28T09:47:23.112Z,just because you all say you like sports does not mean that I am lying,The fact that you all say you like sports does not mean that I am lying.
416,BU05,83,2024-06-28T09:47:24.045Z,HAHAHA the sloth likes to hang in there but before that also to climb,The sloth likes to hang in there but also to climb.
421,BU06,115,2024-06-28T09:48:12.453Z,I think the sloth is lying,The sloth is lying.
424,BU05,86,2024-06-28T09:48:14.019Z,I think the bouncy dog is a team player,The dog is a team player.
429,BU08,92,2024-06-28T09:48:53.803Z,so you dont like football at all dog?,So you do not like football at all?
434,BU05,92,2024-06-28T09:48:57.032Z,What do you hate so much about people,What do you dislike about people?
439,BU07,54,2024-06-28T09:48:57.365Z,"but you did say that the social aspect was nice, Bouncy Dog ",You mentioned that the social aspect was nice.
444,BU05,95,2024-06-28T09:49:18.214Z,"aha there you go, another lie",That is another lie.
449,BU05,98,2024-06-28T09:50:07.323Z,how many wines have you had yesterday,How many wines did you have yesterday?
458,BU06,142,2024-06-28T09:50:37.895Z,i think we shared 2 bottles with the whole table,We shared two bottles with the whole table.
461,BU06,148,2024-06-28T09:50:57.536Z,i don't even really like wine,I do not like wine.
466,BU06,151,2024-06-28T09:51:06.417Z,but we were talking about sports,We were talking about sports.
475,BU06,160,2024-06-28T09:51:37.511Z,i am just telling my truth,I am stating the facts.
480,BU05,113,2024-06-28T09:51:49.274Z,but why do you dislike it so much,Why do you dislike it so much?
489,BU08,104,2024-06-28T09:51:51.242Z,No shame in being an impsoter. this is a safe space,There is no shame in being an imposter. This is a safe space.
498,BU06,163,2024-06-28T09:51:56.937Z,if you don't believe that I dn't like sports,If you do not believe that I do not like sports.
503,BU06,169,2024-06-28T09:52:19.017Z,i can't believe EVERYONE likes sports,I can't believe everyone likes sports.
508,BU05,116,2024-06-28T09:52:26.794Z,"Okay tell me what you've got, why do you not like it",Please explain why you do not like it.
517,BU06,175,2024-06-28T09:53:00.362Z,"I think it's tiring, stressful because I'm not that good at it, and there's abig chance you'll get injured","It is tiring and stressful because I am not proficient at it, and there is a significant chance of injury."
522,BU06,178,2024-06-28T09:53:15.635Z,I prefer to do more relaxing things,I prefer to do relaxing activities.
527,BU05,119,2024-06-28T09:53:22.619Z,isn't there a bigger chance of injury when you don't train your muscles,Is there a greater risk of injury when you do not train your muscles?
532,BU05,122,2024-06-28T09:53:46.745Z,and then you don't watch sports series?,Do you not watch sports series?
537,BU06,187,2024-06-28T09:54:01.405Z,i also think those are boring,I think those are boring.
542,BU07,60,2024-06-28T09:54:35.065Z,Exactly wht sports make you feel strassed and tired?,Which sports make you feel stressed and tired?
545,BU06,193,2024-06-28T09:54:58.740Z,I think it makes me feel stressed because I'm just bad at it,It causes me stress because I am not good at it.
550,BU08,113,2024-06-28T09:55:20.068Z,belief in yourself! your are not that bad!!!,Believe in yourself. You are not bad.
